Author	Rating 	Helpful - found	Helfpful%	Comments	Helpful - Total	Number of Records	Product Code	Product Name	User Rating	Sentiment	Usefulness	Product Posted On
navjit	5	7	87.5	"Really easy to wash and very functional', 'The length adjustment is a really good feature. Gives a smooth trim. Product worth buying in medium range.', 'Thanks Amazon for delivery within 2 days :)', 'In case you want the extra one year warranty by registering online, this is what you have to do', '1) go to Phillips website and create a login account, the link is given in the papers that come with the trimmer.', '2) sign in and search for ""qt4005"", click on the product result for phillips trimmer QT4005/15', '3) fill in the necessary details like purchase date etc.', '4) -> -> for serial number look on back of your trimmer, just below ""Made in Indonesia"" there is a four digit numerical of format ""XXXX /A""', 'XXXX four digits are your serial number.', '5) Click Register."	8	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	neutral	7 of 8 people found the following review helpful	18-11-2014
rehan bhat	1	0	0	Great product good quality gives value to ur money ...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	1.0 out of 5 stars	Positive		16-01-2015
Daffodilsvijay	1	0	0	Bought after getting inspired by the video. But not useful for people who shave regularly. Only buy if you seriously have a purpose with it. Video always attracts you.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	1.0 out of 5 stars	Positive		04-01-2015
Umesh Gahlot	1	1	100	"The comb is not that useful, most of the time you would prefer trimming without the comb. The blades are also a bit harsh when used without comb as compared to one of the philips trimmer I used in the past."	1	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	1.0 out of 5 stars	Positive	1 of 1 people found the following review helpful	02-09-2014
Javed Akhter	2	0	0	"It is not skin-friendly,not smooth and takes much effort for trimming."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		01-04-2015
amalbhasmb	2	0	0	"need more precision in trimming ie;.3mm', 'better keep more offers and selection.', 'more varieties are needed to impress the customers."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		10-07-2014
ASHWANI JAIN	2	0	0	I am not satisfied with the product as it will not give you a smooth shave it is best for the peoples having atlest 10mm shave	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		10-07-2015
MANISH K	2	0	0	"Hi, I hve used this product for aprox one month and it looks not okay. If you have sensitive skin like me then i will not recommend you to buy this product. Overall an okay product.', 'Pros charging is okay', 'cons : sharp edges."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		18-04-2015
sandeep saharia	2	0	0	Without comb it doesn't give close shave. Although with comb it works absolutely fine and it is very easy to use.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		22-07-2014
P Mali	2	0	0	"I have ordered this item a week ago. After receiving this item, i found that item packaging is not good. Please use more protection before use. Item seems to be used. Not Happy with it."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		25-02-2014
Kapil Madan	2	0	0	"Not Too Good ........', 'Better if i hv ordered another one ...."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		25-02-2015
RAJEEV THAPAN	2	0	0	It is not easy to use and there are chances of cuts on skin.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		27-07-2015
Gaurav Garg	2	0	0	"This is a old version (discontinued model) from Philips.', ""It asks to register on website for claiming warranty , but this model isn't available on Philips Website to register."", 'Also, the price was also not great. You will easily get the same in market for same price."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		03-06-2015
G M Koorse	2	0	0	The width of the blade is small in comparision to Panasonic Trimmer.Not suitable for the head trimming.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		30-06-2015
karan	2	0	0	ok but not good as it gives cut while we using it	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		30-06-2015
naresh kumar	2	0	0	"Its sound level is high , which iritate during trimming.so please check its sound level while you purchase philips QT4005 trimer."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		07-07-2014
G K KRISHNAN UNNI	2	0	0	The performance was not as good as expected....	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		08-12-2014
JOSTIN K JOHN	2	0	0	Good one...it deliverd yesterday.... but the charger not working now.. what i do....???	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		08-09-2015
Divyang thaker	2	0	0	Battery life is not so good. After charging for 8 hrs it works for 15 - 20 minutes.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	2.0 out of 5 stars	Positive		09-11-2014
Avinash	3	0	0	"Overall it is Good,i feel the steps of 0.5 mm system is not that much excellent!', 'Light Weight and Good Design!"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		11-06-2014
gowtham	3	0	0	I am bit ok with that. I cannot say its so awesome. just ok for rough use	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		11-05-2015
Harish A.	3	0	0	The comb attachment in front could have been designed better.... An open comb sort of a thing would have been a welcome change. Over all the trimming performance is satisfactory. Ergonomic design is good. Good product.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		11-09-2014
Rohit Kshirsagar	3	0	0	Does the job efficiently. Better than expected	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		11-09-2014
Prasad	3	0	0	This is my first ever trimmer. I am using it for more than a month now. The performance is really good.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		12-01-2015
Robin M Kuriakose	3	0	0	"Product is good but the price is high comparing with other sites.,"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		12-07-2015
Naveen Galla	3	0	0	"Ok, works fine as expected but not exceptional.', ""Don't ever try styling your hair with this, u will be left with uneven length."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		12-05-2015
Vishaal Pinisetti	3	0	0	It was good but it takes 10 hours to charge fully but works only for 35 minutes. That too at the same and lesser rate there are much better products than this. It has a very exotic and a marvelous look. Its feature of setting the length is great. The shipping took me a lot of time. It came only 6 days after the purchase but they promised in 3 days. Its colour combination which is black and red is simply superb and awesome.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		13-02-2014
Anil Choudhary	3	0	0	"This is the fine trimmer', 'this trimmer is good at :-', 'a. smoothness - extremely smooth compared', '> length - it has the minimum length of 0.5 mm.', 'but the trimmer is bad at :-', '> Recharge time - 600 mins.', '> No use while charging -"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		13-02-2015
Shubham Gupta	3	0	0	Not useful if you are using razors ....	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		13-02-2015
Ankur Porwal	3	0	0	"Been using it for around 1 month now.', 'Awesome No-Frills product. Simple, cheap and powerful.', 'It goes for around 3-4 times per charge.', ""Precision at 0.5 is good, Others you won't eed."", 'All in all a must buy."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		13-01-2014
SHUVENDU BISWAS	3	0	0	"Although the packet seal is opened ,,,,,machine OK......."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		13-06-2015
Adit	3	0	0	"Very usefu . Does what it say . The comb adjustment is good. But, it does not have a charge indicato . Hence you never know the level of charge in the battery. You have to keep second guessing and charging it frequentl . And since it does not work from power outlet, it multiplies the confusio . also it does not trim so well in the neck area for m ."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		13-11-2014
BALACHANDRA	3	0	0	"My trimmer gives more vibrating sound,Anybody tell me , your trimmer gives more vibrating sound please tell me"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		13-09-2015
mohammad shareef	3	0	0	Everything is perfect but clip attachment is sounds more when we are using	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		14-07-2015
Amazon Customer	3	0	0	"Made quality is good. But not satisfied with weight of the product, little more is better.', 'Not up to the mark what i think of the product.', 'Handy design and comfortable to use.', 'Like the new ergonomic design and the blade is fast as to clear the beard neatly."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		14-10-2015
"sivagurunathan,the HIGH man"	3	0	0	I gifted to my beloved son who likes it very much	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		15-04-2015
Vivek K.	3	0	0	Tho product is alright for a general trimm. The plastic adjustable head that allows for varying lengths of trimming actually sticks to the skin making stylised trimming difficult. If you want to keep your beard as is and just trimm the length this product is ideal especially given its price!	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		15-08-2015
Srikanta Panigrahy	3	0	0	It's fine till now. I used more than 5 times. Works well. But should be the feature that trim while charging.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		15-02-2015
amit kumar	3	0	0	battery backup is not so good..........	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		15-02-2015
Shripad	3	0	0	"main disadvantage is its sound...so noisy and doesn't trim sharply,charging time is very high,else very good and portable.everyone should have with."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		15-05-2014
Ajay Attri	3	0	0	this trimmer is good.....i like it.....!!	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		15-11-2014
Rohit Jha	3	0	0	very good but delivery service not good compare to flipkart :(	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		16-02-2015
Bharav Patel	3	0	0	"Its good and worth rupees 1000. Value for money.Easy to use , just one thing i dont like is that it takes lots of time to recharge."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		16-05-2014
N.Raghu	3	0	0	Good product but need improvement. charging light is always on the same mode even after charging for more than 12 hours.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		17-06-2015
Reddaiah Reddy M	3	0	0	Good but makes a lot of noise and vibration. Finetuning will make this product a better bet . . .	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		17-05-2014
Akshay Karode	3	0	0	Not too good. you can use if you want stubble look. i need to struggle to clean trim.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		17-10-2014
kishore	3	0	0	"Since couple of months, I am using this trimmer, it's very good but terrible motor sound. It's worth for money."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		17-09-2015
Sarath	3	0	0	A very usefull product for stylish gromming.....u can easily set the size u want to trim	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		18-08-2014
Amol Pundalik Deore	3	0	0	"Its working file, good experience, only charging related problem - need to charge 10 hrs and works for only 35 min..thats not good"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		18-07-2014
Amazon Customer	3	0	0	Good but not versatile. The shaving experience is excellent however I wanted to also trim my hair along with it. But it is not meant for that purpose. Neither does a set of clippers come along with it.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		18-10-2015
RAGHAVENDRA GOUD A	3	0	0	"Packing was really appreciable, doing justice to there trust..product looking good performence review will be post shortly."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		18-09-2014
Arijit	3	0	0	"Have been using this for sometime now. It works as advertised. 10 hours of charge vs 35 minutes of use is not all that appealing, but it will do for this price.', 'The trimmer adjustment and the blades are good."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		19-05-2015
harish	3	0	0	"works good, but some nonsense sound to hear"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		02-03-2015
Abhishek_Kuntal	3	0	0	"Gets the Job done. Only con is that the battery backup is low .', 'Overall a nice no frills trimmer."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		20-12-2013
k vijay murti	3	0	0	I am purchase 6 mounths back ...no complaints it works good ..	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		20-06-2015
Prakash Sharma	3	0	0	Not a very great product as advertised. Similar to all other cheaper product. So can be buy other as well.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		20-05-2015
Gokul	3	0	0	Gave 3 star cos I received the product late...product is good.and worth for this money...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		20-11-2014
surya bhan pandey	3	0	0	This product is good and i am okay with it.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		20-11-2014
Bharat	3	0	0	It's nice but the blade is not as smooth as it should be.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		21-04-2015
Renjith.K	3	0	0	"Good product , small in size ,easy to handel & fast delivery ."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		21-08-2015
Aasthha P.	3	0	0	The product is ok. Not the best one. Charging time is quite large.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		21-12-2014
shehbaz khanna	3	0	0	Its good quality trimmer but I am not very happy with its performance as it do not trim beard very well . its OK only. .	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		22-03-2015
VIJAY KRIPLANI	3	0	0	User guide should provide more info on how to use it more effectively for different styles.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		22-05-2015
Alok Mishra	3	0	0	good ... but it seems the product is supplied with old blade.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		22-09-2015
ANOOP SINGH	3	0	0	battery is not so good. It will not work at the time of charging	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		23-06-2015
omjit singh	3	0	0	it is worth price ...i m liking it...althogh it is 1000 rs of price bt we get 2 year of waranty in it	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		23-05-2014
vipin	3	0	0	the blades are very sharp.it hurt while removing hair underarm	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		24-04-2015
Ashish Sunny	3	0	0	Quite good.....even though charging time is alarming!!!	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		24-03-2015
abinash nanda	3	0	0	"Product reach on time, that's why I like to purchase from Amazon, the product is good, & up to the mark..........."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		24-11-2014
SUSHAJ	3	0	0	"product and battery backup is good,be careful while using it other wise chance to get your skin cut"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		24-10-2014
Raj Kumar	3	0	0	"It is good product for daily use, but liitle slow."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		25-04-2015
Sarath	3	0	0	Hi Philips QT4005/15 beard so good super	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		25-08-2014
Akshaya Hegde	3	0	0	Not a great product. Battery back up is good.trimming is average.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		25-02-2015
Amazon Customer	3	0	0	"Great on body hair, good on facial hair, will be needing some practice.', 'Why not place some of trial versions at barber shops for people to have', 'a hands on experience of the product."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		25-07-2014
MOHAMMED ANFAL	3	0	0	"1. Mach smart New Mini SPY HD Button DV Camera...(Still not Delivered after one month of purchase )', '2. Mono Amazing Video Recording Pen Camera ...(Damaged one while received ,on spot returned )', '3. Philips QT4005/15 Beard and Stubble Trimmer...( It is good..)"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		25-03-2015
Raajas sreenivas	3	0	0	"good to hold but perfomance wise not upto the mark,no use with the clip as without clip itself u get subtle look,if u want a clean trim just dont go for it"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		26-02-2014
Amazon customer Mumbai	3	0	0	Products is good but disnt give a close trim	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		26-02-2015
Rajib Pandey	3	0	0	I odered this product from amazon and received within 2 days. Good packing and obviously a great product from Philips.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		26-06-2014
akshay	3	0	0	Overall the product is good but since the day 1 facing the charging problem.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		26-06-2015
ziyad	3	0	0	"Quit good, the size of triming is quit small.', ""I'd rate it as 3 star."", 'Thanks for following up amazon"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		26-05-2014
Mustafa Husain	3	0	0	"The comb is disappointing, but the trimmer works pretty smooth without it."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		26-11-2014
sanal	3	0	0	"Size of the trimmer is bit small.', 'Roller that changes the mm value is not that effective.Its bit rough to change mm positions. Anyways the device is quite good."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		27-11-2014
Saroj Kumar Sahu	3	0	0	Nice packing and trimming. Online warranty availed. Purchased for my niece.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		27-10-2014
Amazon Customer	3	0	0	Apart from everything the most important negative feature of this product is that it heats a lot that to within few minutes.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		28-11-2013
adwait	3	0	0	"Did meet the description given .Overall a good experience, good packing by Amazon."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		28-10-2014
Sarvjit Gulhane	3	0	0	It meets your requirements upto certain expectation. But overall a good product.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		29-08-2014
Bhavin Makadia	3	0	0	Not accurate in trimming but as per price it is worth to buy.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		03-10-2014
K_Prasad	3	0	0	"cons-looks wise a bit delicate & feeble- not as we see sturdy type in saloon', 'even highest settings two days beard will remain- so if u think u can get shaved look-its not possible sir.', 'vibration can b uncomfortable for those who newly uses this kind of trimmer.', 'pros- handy treamer, can travel with it.', 'battery back up -ok can b used 4 times.', 'easy to use..after u get familier with it.', '& all the advantages of a trimmer against a blade & skin contact shave..', 'thank u."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		30-04-2014
vishwanath	3	0	0	it is easy and comfortable to handle. Battery wise very good. Need to handle delicately otherwise tears of the skin	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		31-01-2014
Aditya	3	0	0	Trimmer works fine.. but the cleaning part is still a head ache... small small hair gets stuck between the blade	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		31-07-2014
ashutosh bansal	3	0	0	i am satisfied with it but i expected something more.it is still okay to use the product.so philips is great.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		31-05-2014
Ashish Solanki	3	0	0	"Quality wise its very good, but i need to search on net how actually it works, it should provide good manual also.', 'this product is good for those who wants to trim there beard, but it will not able to do smooth skin"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		04-12-2014
Raheem	3	0	0	"OK OK sort of product from PHILIPS', 'I think this product lack the features for what we call the best product."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		04-07-2014
EllayakumarGovindaraj	3	0	0	some wat k....while charging no light to indicate wheather its charging r not...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		04-09-2014
Haward Joseph	3	0	0	"Make sure this will tear the skin.  Not safe, I am not using this now."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		05-03-2015
T.V.Viswanathan	3	0	0	Very useful good product excellent performance	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		05-09-2014
Naveen kumar R	3	0	0	"no thank you ,, ,,, ., , ,  , , , , , , , , , , , ,"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		06-12-2013
NIRMAL CVM	3	0	0	it was a good option..but the piece which i received is producing more noice than that i have seen before	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		06-06-2014
umamahesh	3	0	0	"Philips QT4005/15 Beard and Stubble Trimmer it is good trimmer, Every one can have it"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		06-10-2014
hemant jain	3	0	0	As per the price consideration product work fine!	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		07-08-2014
RAJAMANI S	3	0	0	"For a lighter work on your stubble, it's okay."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		07-01-2015
Pratik Kumar Rath	3	0	0	"Charging time is very high.', 'Overall good trimmer."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		07-03-2015
sumanth	3	0	0	nice trimmer with good battery back up.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		07-09-2014
agesh	3	0	0	"I am able to do two trimming in one recharge. 0.5 mm setting may harm your skin if you press it little harder, so be careful."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		08-04-2015
pranav	3	0	0	"Recently started using trimmer. Amazon service was amazing.', 'There should be an indicator for showing whether it is fully charged or still charging."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		08-08-2015
gaurav	3	0	0	Good but not very effective for cutting beard.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		09-07-2015
Prem Kumar	3	0	0	The product is fine for the first time users and just to enjoy the trimming for few days. Then it will go to our non-usable items list because the perfection of trimming by this trimmer is a real challenge for the user.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		09-03-2015
Pravin Nagar	3	0	0	So far working very nice and comfortable	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		09-11-2014
rajesh	3	0	0	"satisfied with the product usage & delivery, totally its fine"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive		09-11-2014
Radha	3	1	100	good one	1	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive	1 of 1 people found the following review helpful	29-08-2015
ritesh	3	1	100	"product is very nice ! i have used several times, the charging is also very good."	1	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive	1 of 1 people found the following review helpful	08-11-2014
Shubham Gupta	3	4	80	"this is good  product for this price range,', 'But it lacks smoothness while shaving and gives you rough experience ."	5	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive	4 of 5 people found the following review helpful	27-01-2014
